"Vague","S1. genre","S2. âge","S3. Zone géo","Région","Département","S7b. Taille commune","q5. Certitude/hypothèse impact effet de serre","q11. Solutions changement climatique","q18_i1. Causes GES activités industrielles","q18_i2. Causes GES transports","q18_i3. Causes GES bâtiments","q18_i4. Causes GES agriculture","q18_i5. Causes GES centrales de production d'électricité au gaz, charbon ou fuel","q18_i6. Causes GES traitement des déchets","q18_i7. Causes GES destruction des forêts","q18_i8. Causes GES centrales nucléaires","q18_i9. Causes GES activité volcanique","q18_i10. Causes GES bombes aérosols","s13. Nb membres foyer","s15. Diplôme","s17. Type habitat","s18. Statut locataire/propriétaire","s22. Mode de transport","s25. Sympathie mouvements écologistes","poids","age"
"Vague 08","Une femme","65 ans et +","Ile de France","Ile de France","Hauts-de-Seine","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Assez","Assez","Beaucoup","Assez","Assez","Beaucoup","Assez","Peu","Beaucoup","2 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Un appartement","Locataire","En vélo ou à pied","...assez de sympathie ?","1.1465639","76"
"Vague 08","Une femme","65 ans et +","Ile de France","Ile de France","Essonne","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Peu","Peu","Beaucoup","Beaucoup","No rep.","Peu","Assez","2 personnes","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...assez de sympathie ?","1.1465639","65"
"Vague 08","Une femme","65 ans et +","Nord Ouest","Pays de la Loire","Vendée","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Assez","Peu","Beaucoup","Peu","No rep.","Beaucoup","Pas du tout","No rep.","Assez","1 personne","CERTIFICAT D'ETUDES PRIMAIRES (CEP)","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En vélo ou à pied","...assez de sympathie ?","0.8373577","72"
"Vague 08","Un homme","65 ans et +","Ile de France","Ile de France","Hauts-de-Seine","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Assez","Peu","Assez","Peu","Peu","Pas du tout","Beaucoup","Peu","2 personnes","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...peu de sympathie ?","1.1162606","72"
"Vague 08","Une femme","25-34 ans","Ile de France","Ile de France","Hauts-de-Seine","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Assez","Beaucoup","Beaucoup","Assez","Assez","Peu","Beaucoup","1 personne","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1.0940672","34"
"Vague 08","Une femme","18-24 ans","Ile de France","Ile de France","Val-de-Marne","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Assez","Peu","Peu","Peu","Assez","Beaucoup","Beaucoup","Peu","Beaucoup","4 personnes et +","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Locataire","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","1.1777384","24"
"Vague 08","Un homme","15-17 ans","Ile de France","Ile de France","Val-d'Oise","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Peu","Peu","Peu","Peu","Pas du tout","Assez","Pas du tout","Pas du tout","Assez","Pas du tout","4 personnes et +","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En train","...peu de sympathie ?","0.7272736","17"
"Vague 08","Un homme","65 ans et +","Ile de France","Ile de France","Hauts-de-Seine","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Assez","Assez","Assez","Assez","Peu","Assez","Beaucoup","Peu","Peu","Assez","2 personnes","BEPC, BREVET DES COLLEGES","Un appartement","Locataire","En transports en commun urbains (dont métro)","...assez de sympathie ?","1.1162606","65"
"Vague 08","Un homme","25-34 ans","Ile de France","Ile de France","Val-de-Marne","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Pas du tout","Peu","Pas du tout","Peu","Beaucoup","Peu","Peu","Beaucoup","1 personne","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","0.6133715","33"
"Vague 08","Une femme","25-34 ans","Sud Ouest","Aquitaine - Limousin - Poitou - Charente","Haute-Vienne","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Peu","Peu","Beaucoup","Beaucoup","Peu","Pas du tout","Beaucoup","4 personnes et +","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.6023772","30"
"Vague 08","Une femme","65 ans et +","Ile de France","Ile de France","Val-de-Marne","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","No rep.","Beaucoup","No rep.","Assez","Beaucoup","No rep.","Peu","Beaucoup","1 personne","CERTIFICAT D'ETUDES PRIMAIRES (CEP)","Un appartement","Locataire","En transports en commun urbains (dont métro)","No rep.","0.9273771","71"
"Vague 08","Un homme","65 ans et +","Nord Est","Bourgogne - Franche - Comté","Haute-Saône","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Beaucoup","Assez","Assez","Beaucoup","Peu","Assez","Beaucoup","2 personnes","CERTIFICAT D'ETUDES PRIMAIRES (CEP)","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.9518562","70"
"Vague 08","Un homme","15-17 ans","Sud Est","Auvergne - Rhône - Alpes","Haute-Loire","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Assez","Assez","Beaucoup","Peu","Assez","Assez","Peu","4 personnes et +","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1.1622781","15"
"Vague 08","Un homme","18-24 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Vosges","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Assez","Peu","Beaucoup","Assez","Beaucoup","Beaucoup","Peu","Assez","3 personnes","CAP - BEP","No rep.","No rep.","No rep.","No rep.","1.0123482","18"
"Vague 08","Une femme","25-34 ans","Nord Est","Nord - Pas de Calais - Picardie","Oise","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Assez","Assez","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","3 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.4337939","28"
"Vague 08","Une femme","25-34 ans","Ile de France","Ile de France","Val-d'Oise","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Pas du tout","Peu","Assez","Assez","Pas du tout","Peu","Beaucoup","Pas du tout","Pas du tout","Assez","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Un appartement","Locataire","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","1.4586273","32"
"Vague 08","Un homme","65 ans et +","Ile de France","Ile de France","Hauts-de-Seine","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Assez","Beaucoup","Peu","Assez","Beaucoup","2 personnes","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...peu de sympathie ?","1.1162606","80"
"Vague 08","Une femme","65 ans et +","Sud Est","Auvergne - Rhône - Alpes","Drôme","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Peu","Assez","Assez","Peu","Peu","Beaucoup","Peu","Assez","Beaucoup","2 personnes","CERTIFICAT D'ETUDES PRIMAIRES (CEP)","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","0.9678706","86"
"Vague 08","Un homme","65 ans et +","Sud Est","Provence - Alpes - Côte d'Azur","Alpes-Maritimes","Dans une agglomération de 100.000 habitants et plus, en province","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Assez","Peu","Peu","Beaucoup","Peu","No rep.","Peu","2 personnes","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1.152485","80"
"Vague 08","Un homme","15-17 ans","Sud Est","Provence - Alpes - Côte d'Azur","Alpes-de-Haute-Provence","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Peu","Assez","No rep.","Beaucoup","Beaucoup","Pas du tout","Assez","4 personnes et +","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En deux- roues motorisé","...peu de sympathie ?","1.1052119","17"
"Vague 08","Un homme","65 ans et +","Sud Est","Provence - Alpes - Côte d'Azur","Var","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Assez","Beaucoup","3 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.3786213","67"
"Vague 08","Une femme","18-24 ans","Sud Est","Provence - Alpes - Côte d'Azur","Var","Dans une ville de 20.000 à moins de 100.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Assez","Peu","Beaucoup","Beaucoup","Beaucoup","Peu","Beaucoup","3 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","1.1771317","20"
"Vague 08","Un homme","50-64 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Assez","Assez","No rep.","Peu","Peu","Peu","Beaucoup","Assez","Beaucoup","Peu","4 personnes et +","CAP - BEP","Un appartement","Locataire","En deux- roues motorisé","...peu de sympathie ?","1.011889","50"
"Vague 08","Une femme","25-34 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Assez","Beaucoup","Assez","Beaucoup","Beaucoup","Peu","Assez","4 personnes et +","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Locataire","En vélo ou à pied","...assez de sympathie ?","0.8171988","29"
"Vague 08","Une femme","50-64 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","C'est aux Etats de rechercher un accord au niveau mondial pour limiter le changement climatique","Beaucoup","Assez","Assez","Beaucoup","No rep.","Assez","Beaucoup","No rep.","Pas du tout","Assez","1 personne","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","0.7784698","55"
"Vague 08","Une femme","65 ans et +","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une agglomération de 100.000 habitants et plus, en province","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Assez","Peu","No rep.","Peu","Peu","Peu","Peu","Peu","Beaucoup","2 personnes","CAP - BEP","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.9631737","65"
"Vague 08","Un homme","35-49 ans","Ile de France","Ile de France","Essonne","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Assez","Peu","Assez","Peu","Peu","Peu","Peu","Assez","4 personnes et +","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En vélo ou à pied","...beaucoup de sympathie ?","0.5585026","42"
